Nazwa pliku,TP,FN,FP,PPV,TPR,ACC,F1,INF
6D90_1_4_4_6164_C.amt,1,1,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
4LFB_1_A_A_551_U.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
4WF9_1_X_X_2727_G.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
7CPU_1_L5-L8_A_3909_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5XXU_1_2_2_1201_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6XU8_1_A5-A8_B_3880_A.amt,9,3,2,0.8181818181818182,0.75,0.7916666865348816,0.7826086956521738,0.7833494518006403
6XU8_1_A5-A8_B_3295_U.amt,10,2,6,0.625,0.8333333333333334,0.6666666865348816,0.7142857142857143,0.7216878364870323
7PO2_1_5_A_37_A.amt,3,1,0,1.0,0.75,0.875,0.8571428571428571,0.8660254037844386
8BUU_1_A_A_766_C.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7QGG_1_S2_A_631_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
4KZY_1_i_i_187_C.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
6YXY_1_AA_A_1013_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7SYQ_1_z_A_307_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
4LCK_1_B_B_13_C.amt,3,5,2,0.6,0.375,0.5625,0.4615384615384615,0.4743416490252569
8A57_1_A_A_925_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7S0S_1_C_C_2645_G.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7QEP_1_1_1_2365_U.amt,2,8,2,0.5,0.2,0.5,0.28571428571428575,0.31622776601683794
5TBW_1_1-4_1_826_G.amt,12,4,4,0.75,0.75,0.75,0.75,0.75
5J7L_1_DA_A_125_A.amt,10,2,4,0.7142857142857143,0.8333333333333334,0.75,0.7692307692307692,0.7715167498104596
1UN6_1_F_F_77_A.amt,10,0,2,0.8333333333333334,1.0,0.8999999761581421,0.9090909090909091,0.9128709291752769
7K16_1_P_P_28_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
3IVN_1_A_A_21_A.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
6FYY_1_2_2_1727_C.amt,8,4,2,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
8BUU_1_a_A_144_U.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6ERI_1_AA_A_1878_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7OYC_1_51-81_A_3340_C.amt,12,0,7,0.631578947368421,1.0,0.7083333134651184,0.7741935483870968,0.7947194142390263
8D8L_1_a_A_1453_C.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
6ZJ3_1_LF_A_1672_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7P6Z_1_3_3_2402_C.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5XYI_1_2_2_880_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8A22_1_A7-A6_B_511_A.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
7OYC_1_51-81_A_1573_C.amt,2,4,1,0.6666666666666666,0.3333333333333333,0.5833333134651184,0.4444444444444444,0.4714045207910317
7LYF_1_A_A_86_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QGG_1_S2_A_1643_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5VYC_1_i2_A_618_C.amt,8,0,3,0.7272727272727273,1.0,0.8125,0.8421052631578948,0.8528028654224418
6ZU5_1_L70_A_11_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6XU8_1_A5-A8_B_1051_C.amt,2,0,2,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
7QI4_1_Aw_A_38_C.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6YW5_1_aa_A_1059_A.amt,8,4,2,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
8EUG_1_1-2_A_1435_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7OYB_1_22_A_663_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
8DP3_1_R_A_85_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7OYC_1_22_A_533_C.amt,4,2,4,0.5,0.6666666666666666,0.5,0.5714285714285715,0.5773502691896257
7QGG_1_t-D_B_31_U.amt,10,4,4,0.7142857142857143,0.7142857142857143,0.7142857313156128,0.7142857142857143,0.7142857142857143
6S0X_1_a_a_885_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
3J7O_1_7_7_12_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7UNW_1_A_A_1277_A.amt,9,1,3,0.75,0.9,0.800000011920929,0.8181818181818182,0.8215838362577492
7NAF_1_1_A_3073_A.amt,2,4,3,0.4,0.3333333333333333,0.4166666567325592,0.3636363636363636,0.3651483716701107
7NHN_1_a_a_936_G.amt,5,3,1,0.8333333333333334,0.625,0.75,0.7142857142857143,0.7216878364870323
6ERI_1_AA_A_452_G.amt,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
4KYY_1_A-B_A_12_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5TBW_1_AS_A_40_C.amt,0,4,1,0.0,0.0,0.375,0.0,0.0
5J7L_1_AA_A_362_G.amt,6,2,3,0.6666666666666666,0.75,0.6875,0.7058823529411765,0.7071067811865476
8A57_1_A_A_2760_G.amt,5,7,0,1.0,0.4166666666666667,0.7083333134651184,0.5882352941176471,0.6454972243679028
6YW5_1_aa_A_720_A.amt,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
7QGG_1_t-D_B_1601_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
8BUU_1_A_A_1715_C.amt,5,1,4,0.5555555555555556,0.8333333333333334,0.5833333134651184,0.6666666666666667,0.6804138174397717
8D8L_1_a_A_1313_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6ERI_1_BA_A_103_U.amt,4,2,3,0.5714285714285714,0.6666666666666666,0.5833333134651184,0.6153846153846153,0.6172133998483676
5TBW_1_1-4_1_615_U.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
4V88_1_A6_A_1213_G.amt,7,1,1,0.875,0.875,0.875,0.875,0.875
7QGG_1_t-D_B_1375_U.amt,4,4,1,0.8,0.5,0.6875,0.6153846153846154,0.6324555320336759
7PWG_1_1-4_1_1213_G.amt,7,5,4,0.6363636363636364,0.5833333333333334,0.625,0.6086956521739131,0.6092717958449424
1N78_1_C_C_553_G.amt,6,0,0,1.0,1.0,1.0,1.0,1.0
2DER_1_D_D_69_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6ERI_1_AB_A_21_G.amt,3,1,2,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
5XYI_1_2_2_992_A.amt,4,8,3,0.5714285714285714,0.3333333333333333,0.5416666865348816,0.4210526315789474,0.4364357804719847
3IGI_1_A_A_15_G.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
6ZYM_1_6_6_55_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4V9F_1_0_0_2509_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
8D8L_1_a_A_62_A.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
6ERI_1_AA_A_1534_A.amt,10,2,3,0.7692307692307693,0.8333333333333334,0.7916666865348816,0.8,0.8006407690254357
7OYB_1_51-81_A_630_A.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
2IL9_1_A_A_6135_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
8GLP_1_L5-L8_B_1947_U.amt,10,4,5,0.6666666666666666,0.7142857142857143,0.6785714030265808,0.689655172413793,0.6900655593423543
7SFR_1_A_A_2933_U.amt,8,2,1,0.8888888888888888,0.8,0.8500000238418579,0.8421052631578948,0.8432740427115678
6O5F_1_D-C_C_14_A.amt,8,0,4,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7O7Y_1_B5-B8_A_3665_G.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
5XY3_1_1-4_1_2260_A.amt,4,4,5,0.4444444444444444,0.5,0.4375,0.47058823529411764,0.4714045207910317
8BUU_1_A_A_2011_U.amt,5,3,4,0.5555555555555556,0.625,0.5625,0.5882352941176471,0.5892556509887896
8BUU_1_A_A_1004_U.amt,8,2,4,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
6YDP_1_AA_A_518_A.amt,10,2,5,0.6666666666666666,0.8333333333333334,0.7083333134651184,0.7407407407407408,0.7453559924999299
7JIL_1_2_2_594_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
6XU8_1_A5-A8_B_2765_A.amt,8,2,4,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
5XXU_1_2_2_795_G.amt,8,0,0,1.0,1.0,1.0,1.0,1.0
7P7Q_1_A_A_2341_A.amt,4,4,3,0.5714285714285714,0.5,0.5625,0.5333333333333333,0.5345224838248488
6YWS_1_A_A_2285_U.amt,6,6,3,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
5XYI_1_2_2_84_A.amt,8,10,6,0.5714285714285714,0.4444444444444444,0.5555555820465088,0.5,0.5039526306789697
7JIL_1_1_1_2366_C.amt,4,4,2,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7SYQ_1_z_A_309_G.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
6XU8_1_A5-A8_B_2069_U.amt,4,2,0,1.0,0.6666666666666666,0.8333333134651184,0.8,0.816496580927726
6ERI_1_AA_A_1613_A.amt,10,0,1,0.9090909090909091,1.0,0.949999988079071,0.9523809523809523,0.9534625892455924
7P7Q_1_A_A_2557_G.amt,6,2,2,0.75,0.75,0.75,0.75,0.75
6UFG_1_A_A_124_G.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
6QKL_1_N_N_3434_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
8EUG_1_1-2_A_1159_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5XXB_1_1-4_1_3022_A.amt,9,1,3,0.75,0.9,0.800000011920929,0.8181818181818182,0.8215838362577492
8BUU_1_A_A_1828_G.amt,5,5,2,0.7142857142857143,0.5,0.6499999761581421,0.588235294117647,0.5976143046671968
7OYC_1_51-81_A_1287_C.amt,8,2,1,0.8888888888888888,0.8,0.8500000238418579,0.8421052631578948,0.8432740427115678
7QIW_1_2-8_A_3351_C.amt,1,1,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7PZY_1_1-4_1_1416_C.amt,11,1,6,0.6470588235294118,0.9166666666666666,0.7083333134651184,0.7586206896551724,0.7701540462154054
7AOR_1_2_2_217_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4V9F_1_0_0_2265_U.amt,4,2,0,1.0,0.6666666666666666,0.8333333134651184,0.8,0.816496580927726
7ABZ_1_4_4_278_G.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6QKL_1_N_N_2643_G.amt,2,4,2,0.5,0.3333333333333333,0.5,0.4,0.408248290463863
7UW1_1_a_A_1526_G.amt,7,3,3,0.7,0.7,0.699999988079071,0.7,0.7
5J7L_1_DA_A_905_A.amt,4,4,3,0.5714285714285714,0.5,0.5625,0.5333333333333333,0.5345224838248488
6ERI_1_BA_A_475_C.amt,8,0,1,0.8888888888888888,1.0,0.9375,0.9411764705882353,0.9428090415820634
7P6Z_1_3_3_2196_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
6SKG_1_BB_A_8_C.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7P7Q_1_A_A_392_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
1U9S_1_A_A_226_A.amt,4,0,3,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
7OYB_1_22_A_443_G.amt,2,4,3,0.4,0.3333333333333333,0.4166666567325592,0.3636363636363636,0.3651483716701107
6ERI_1_AA_A_1539_C.amt,4,2,4,0.5,0.6666666666666666,0.5,0.5714285714285715,0.5773502691896257
5TBW_1_1-4_1_1863_G.amt,12,0,3,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7PZY_1_1-4_1_777_G.amt,8,2,3,0.7272727272727273,0.8,0.75,0.761904761904762,0.7627700713964739
4V88_1_A6_A_1280_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5T5H_1_A-C_A_1941_U.amt,5,3,1,0.8333333333333334,0.625,0.75,0.7142857142857143,0.7216878364870323
7PZY_1_3_3_110_G.amt,0,4,0,0.0,0.0,0.5,0.0,0.0
7S0S_1_C_C_2825_C.amt,2,6,2,0.5,0.25,0.5,0.3333333333333333,0.3535533905932738
5FJC_1_A_A_7_U.amt,0,4,4,0.0,0.0,0.0,0.0,0.0
6ZJ3_1_LO_A_42_A.amt,3,3,2,0.6,0.5,0.5833333134651184,0.5454545454545454,0.5477225575051661
6S0X_1_a_a_1205_C.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
5BTP_1_B_B_9_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
8BUU_1_A_A_1488_G.amt,8,2,3,0.7272727272727273,0.8,0.75,0.761904761904762,0.7627700713964739
7QEP_1_1_1_822_G.amt,9,1,4,0.6923076923076923,0.9,0.75,0.7826086956521738,0.7893522173763263
4V9F_1_9_9_50_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QI4_1_AA_A_862_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7O7Y_1_B5-B8_A_4502_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7UO1_1_C_A_7_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
3J7Q_1_5-8_5_4326_G.amt,1,3,1,0.5,0.25,0.5,0.3333333333333333,0.3535533905932738
2O3Y_1_A-B_B_39_A.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7UVZ_1_A_A_305_C.amt,4,4,3,0.5714285714285714,0.5,0.5625,0.5333333333333333,0.5345224838248488
7RQB_1_1A_A_59_U.amt,6,2,1,0.8571428571428571,0.75,0.8125,0.7999999999999999,0.8017837257372731
7QEP_1_1_1_1056_G.amt,9,3,4,0.6923076923076923,0.75,0.7083333134651184,0.7199999999999999,0.7205766921228921
6S0X_1_a_a_748_U.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
3R1C_1_K-L_K_6_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8EUG_1_9_A_111_U.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
8BUU_1_A_A_2366_G.amt,10,6,3,0.7692307692307693,0.625,0.71875,0.6896551724137931,0.6933752452815364
4V88_1_A6_A_482_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5J7L_1_AA_A_1128_C.amt,6,4,4,0.6,0.6,0.6000000238418579,0.6,0.6
8D8L_1_a_A_1032_A.amt,0,2,2,0.0,0.0,0.0,0.0,0.0
6S0X_1_a_a_810_A.amt,4,2,3,0.5714285714285714,0.6666666666666666,0.5833333134651184,0.6153846153846153,0.6172133998483676
4V88_1_A6_A_1286_U.amt,6,4,2,0.75,0.6,0.699999988079071,0.6666666666666665,0.6708203932499369
7UVZ_1_A_A_441_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6RM3_1_L50_A_1121_U.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
8A22_1_A5-A4_B_20_C.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7QEP_1_1_1_2056_A.amt,6,0,6,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
7QI4_1_A_A_2760_A.amt,2,0,2,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
7P6Z_1_5_5_712_A.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
5LYS_1_B_B_40_U.amt,0,4,2,0.0,0.0,0.25,0.0,0.0
7UQB_1_6_A_47_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
8BUU_1_a_A_766_U.amt,11,9,4,0.7333333333333333,0.55,0.675000011920929,0.6285714285714286,0.6350852961085883
6AZ1_1_1_1_1585_G.amt,2,6,2,0.5,0.25,0.5,0.3333333333333333,0.3535533905932738
7OYC_1_22_A_122_G.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
8EUG_1_1-2_A_1916_G.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
4V9F_1_0_0_182_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7UW1_1_a_A_140_G.amt,12,6,4,0.75,0.6666666666666666,0.7222222089767456,0.7058823529411765,0.7071067811865476
7PWO_1_2_2_73_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7TQL_1_3_3_38_C.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7PWO_1_2_2_1142_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5MRC_1_A_A_564_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6RM3_1_L50_A_44_G.amt,8,0,6,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
7ASE_1_0_0_1307_A.amt,10,6,5,0.6666666666666666,0.625,0.65625,0.6451612903225806,0.6454972243679028
4V9F_1_0_0_2681_A.amt,4,2,4,0.5,0.6666666666666666,0.5,0.5714285714285715,0.5773502691896257
5AOX_1_C_C_64_C.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7P6Z_1_3_3_1216_U.amt,10,0,5,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7JIL_1_1_1_2509_U.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7NHN_1_a_a_845_A.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
7P7Q_1_A_A_1313_C.amt,6,2,2,0.75,0.75,0.75,0.75,0.75
6XU8_1_A5-A8_B_1043_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5J7L_1_DA_A_1257_C.amt,7,5,5,0.5833333333333334,0.5833333333333334,0.5833333134651184,0.5833333333333334,0.5833333333333334
8GLP_1_L5-L8_B_265_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
4LFB_1_A_A_218_C.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
7UW1_1_a_A_650_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5UD5_1_C_C_33_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6FYY_1_2_2_384_A.amt,8,6,7,0.5333333333333333,0.5714285714285714,0.5357142686843872,0.5517241379310344,0.5520524474738834
7PWG_1_1-4_1_2396_U.amt,1,3,2,0.3333333333333333,0.25,0.375,0.28571428571428575,0.28867513459481287
5TBW_1_1-4_1_1753_G.amt,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
6C66_1_J_J_52_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6YDP_1_AA_A_683_G.amt,8,0,2,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
6NEQ_1_A_A_737_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7UW1_1_a_A_407_A.amt,10,0,6,0.625,1.0,0.699999988079071,0.7692307692307693,0.7905694150420949
7O7Y_1_B5-B8_A_1422_C.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7P6Z_1_3_3_2329_G.amt,2,6,2,0.5,0.25,0.5,0.3333333333333333,0.3535533905932738
7KGB_1_a_a_1283_C.amt,9,3,5,0.6428571428571429,0.75,0.6666666865348816,0.6923076923076924,0.6943650748294137
7P7Q_1_A_A_2294_C.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
6ZU5_1_L50_A_255_C.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
8A57_1_A_A_2512_U.amt,6,6,2,0.75,0.5,0.6666666865348816,0.6,0.6123724356957945
7P6Z_1_3_3_2217_G.amt,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
8A57_1_A_A_1544_A.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5XY3_1_1-4_1_2527_G.amt,2,4,1,0.6666666666666666,0.3333333333333333,0.5833333134651184,0.4444444444444444,0.4714045207910317
4WF9_1_X_X_2670_G.amt,6,2,4,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
6FYY_1_2_2_452_U.amt,8,2,2,0.8,0.8,0.800000011920929,0.8000000000000002,0.8
7R81_1_A1-C1_A_911_A.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7SFR_1_A_A_686_C.amt,12,2,6,0.6666666666666666,0.8571428571428571,0.7142857313156128,0.75,0.7559289460184544
6XU8_1_A5-A8_B_3672_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7PWG_1_1-4_1_1545_G.amt,6,2,2,0.75,0.75,0.75,0.75,0.75
7P7Q_1_A_A_474_C.amt,4,8,3,0.5714285714285714,0.3333333333333333,0.5416666865348816,0.4210526315789474,0.4364357804719847
7QI4_1_AA_A_1163_C.amt,10,0,2,0.8333333333333334,1.0,0.8999999761581421,0.9090909090909091,0.9128709291752769
6YWS_1_A_A_2906_C.amt,6,2,3,0.6666666666666666,0.75,0.6875,0.7058823529411765,0.7071067811865476
6AZ3_1_1-7_1_776_U.amt,6,2,1,0.8571428571428571,0.75,0.8125,0.7999999999999999,0.8017837257372731
6SGA_1_CA_A_143_U.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6W2T_1_A_A_373_G.amt,8,2,1,0.8888888888888888,0.8,0.8500000238418579,0.8421052631578948,0.8432740427115678
5T5H_1_B_B_875_C.amt,4,2,0,1.0,0.6666666666666666,0.8333333134651184,0.8,0.816496580927726
7JIL_1_2_2_1228_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5TBW_1_1-4_1_1371_G.amt,6,2,4,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
6YWS_1_A_A_1458_G.amt,14,0,9,0.6086956521739131,1.0,0.6785714030265808,0.7567567567567568,0.7801894976054939
7QCA_1_S60_A_770_A.amt,12,4,6,0.6666666666666666,0.75,0.6875,0.7058823529411765,0.7071067811865476
7ASE_1_0_0_675_A.amt,6,2,4,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
7QGG_1_S2_A_424_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
8CRX_1_A_A_452_G.amt,4,6,5,0.4444444444444444,0.4,0.44999998807907104,0.4210526315789474,0.4216370213557839
4WF9_1_X_X_2260_A.amt,8,0,2,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7YSE_1_E_A_47_U.amt,7,3,3,0.7,0.7,0.699999988079071,0.7,0.7
6JXM_1_B_B_8_U.amt,11,5,1,0.9166666666666666,0.6875,0.8125,0.7857142857142857,0.7938566201357353
7P6Z_1_5_5_1439_G.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7JNH_1_B_B_9_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7O7Y_1_B5-B8_A_2730_U.amt,4,4,2,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
8BUU_1_A_A_1905_A.amt,4,2,3,0.5714285714285714,0.6666666666666666,0.5833333134651184,0.6153846153846153,0.6172133998483676
3J79_1_A-C_A_2462_C.amt,12,0,5,0.7058823529411765,1.0,0.7916666865348816,0.8275862068965517,0.8401680504168059
7OYC_1_22_A_1338_A.amt,8,0,2,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7QIW_1_2-8_A_2106_U.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6YWS_1_A_A_2548_U.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
6RM3_1_L50_A_749_U.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7S0S_1_C_C_1533_U.amt,4,2,0,1.0,0.6666666666666666,0.8333333134651184,0.8,0.816496580927726
5TBW_1_1-4_1_887_G.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
4R4V_1_A_A_631_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
8BUU_1_A_A_1595_U.amt,8,0,1,0.8888888888888888,1.0,0.9375,0.9411764705882353,0.9428090415820634
6Z6M_1_CC_A_18_G.amt,4,2,4,0.5,0.6666666666666666,0.5,0.5714285714285715,0.5773502691896257
6RM3_1_L50_A_1093_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6YDP_1_AA_A_658_C.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
5MRC_1_A_A_2430_A.amt,3,5,5,0.375,0.375,0.375,0.375,0.375
7ASE_1_0_0_1264_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
4QLM_1_A_A_75_U.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
7QI4_1_A_A_2604_A.amt,8,4,4,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7QIW_1_2-8_A_1162_U.amt,2,4,3,0.4,0.3333333333333333,0.4166666567325592,0.3636363636363636,0.3651483716701107
5TBW_1_1-4_1_1383_G.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
8A57_1_A_A_1909_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5XY3_1_1-4_1_2351_G.amt,9,1,1,0.9,0.9,0.8999999761581421,0.9,0.9
7A0S_1_X_X_1314_A.amt,11,3,6,0.6470588235294118,0.7857142857142857,0.6785714030265808,0.7096774193548386,0.7130240959073808
6XU8_1_A5-A8_B_1230_U.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
5XY3_1_1-4_1_1293_G.amt,7,3,3,0.7,0.7,0.699999988079071,0.7,0.7
6XU8_1_B2_A_110_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
3IGI_1_A_A_260_A.amt,10,2,4,0.7142857142857143,0.8333333333333334,0.75,0.7692307692307692,0.7715167498104596
